"PROLIFIC","D3","D4","AT1","AT2","NR","DU1[DUQ1]","DU1[DUQ2]","DU1[DUQ3]","DU1[DUQ4]","DU1[DUQ5]","DU1[DUQ6]","DU1[DUQ7]","DU1[DUQ8]","DU1[DUQ9]","DU1[DUQ10]","DU2[DUQ11]","DU2[DUQ12]","DU2[DUQ13]","DU2[DUQ14]","DU2[DUQ15]","DU2[DUQ16]","DU2[DUQ17]","DU2[DUQ18]","DU2[DUQ19]","DU2[DUQ20]","DU3[SUQ21]","DU3[SUQ22]","DU3[SUQ23]","DU3[SUQ24]","DU3[SUQ25]","DU3[SUQ26]","DU3[SUQ27]","AR1[AR1Q1]","AR1[AR1Q2]","AR1[AR1Q3]","AR1[AR1Q4]","AR1[AR1Q5]","RU1[RU1Q1]","RU1[RU1Q2]","AQ1[AQ1Q1]","AQ1[AQ1Q2]","AQ1[AQ1Q3]","AQ1[AQ1Q4]","AQ1[AQ1Q5]","AQ1[AQ1Q6]","AQ1[AQ1Q7]","AQ2[AQ2Q1]","AQ2[AQ2Q2]","DU1[DUQ1]","DU1[DUQ2]","DU1[DUQ3]","DU1[DUQ4]","DU1[DUQ5]","DU1[DUQ6]","DU1[DUQ7]","DU1[DUQ8]","DU1[DUQ9]","DU1[DUQ10]","DU2[DUQ11]","DU2[DUQ12]","DU2[DUQ13]","DU2[DUQ14]","DU2[DUQ15]","DU2[DUQ16]","DU2[DUQ17]","DU2[DUQ18]","DU2[DUQ19]","DU2[DUQ20]","DU3[SUQ21]","DU3[SUQ22]","DU3[SUQ23]","DU3[SUQ24]","DU3[SUQ25]","DU3[SUQ26]","DU3[SUQ27]","EX1[EXQ1]","EX1[EXQ2]","EX1[EXQ3]","EX1[EXQ4]","EX1[EXQ5]","CRS1[CRS1Q]","CRS2[CRS2Q]","CRS3[CRS3Q]","CRS4[CRS3Q]","CRS5[CRS1Q]","CRS6[CRS2Q]","CRS7[CRS2Q]","CRS8[CRS2Q]","CRS9[CRS2Q]","CRS10[CRS1Q]"
"603e93b04847faf6d6e6d7af","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A6","RU1A6","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A8","AQ2A8","AQ2A8","DUA3","DUA2","DUA3","DUA3","DUA3","DUA4","DUA4","DUA4","DUA5","DUA4","DUA3","DUA2","DUA4","DUA1","DUA4","DUA3","DUA4","DUA3","DUA3","DUA4","DUA2","DUA4","DUA3","DUA4","DUA4","DUA2","DUA3","EXA1","EXA3","EXA2","EXA2","EXA4","CR1A3","CR2A1","CR3A2","CR4A1","CR1A1","CR2A3","CR2A1","CR2A2","CR2A1","CR1A1"
"5bc3024aec35de0001e76e6c","D3A2","D4A2","AT1A3","6","0","DUA3","DUA4","DUA3","DUA4","DUA4","DUA2","DUA4","DUA2","DUA4","DUA3","DUA4","DUA2","DUA4","DUA5","DUA5","DUA4","DUA3","DUA3","DUA5","DUA3","DUA5","DUA2","DUA5","DUA2","DUA2","DUA5","DUA2","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A1","RU1A4","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A6","AQ2A9","AQ2A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA4","EXA1","EXA4","EXA3","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A2","CR2A2","CR2A3","CR1A1"
"612d17881348dd4299b7e2f9","D3A3","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A7","AQ1A1","AQ1A5","AQ1A7","AQ1A1","AQ1A1","AQ1A1","AQ1A7","AQ2A8","AQ2A7","DUA4","DUA2","DUA3","DUA3","DUA2","DUA3","DUA4","DUA4","DUA4","DUA3","DUA2","DUA2","DUA3","DUA2","DUA4","DUA2","DUA4","DUA2","DUA4","DUA2","DUA2","DUA3","DUA4","DUA3","DUA4","DUA3","DUA4","EXA4","EXA5","EXA5","EXA4","EXA5","CR1A3","CR2A2","CR3A2","CR4A2","CR1A1","CR2A2","CR2A3","CR2A1","CR2A1","CR1A1"
"6149594f25a3dfea78124a46","D3A3","D4A2","AT1A3","6","0","DUA2","DUA1","DUA2","DUA2","DUA2","DUA1","DUA4","DUA4","DUA4","DUA4","DUA2","DUA2","DUA4","DUA3","DUA4","DUA2","DUA5","DUA2","DUA2","DUA2","DUA2","DUA1","DUA2","DUA4","DUA4","DUA2","DUA3","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A6","AQ1A1","AQ1A2","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A2","AQ2A9","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA2","EXA4","EXA3","EXA4","EXA4","CR1A2","CR2A2","CR3A1","CR4A1","CR1A1","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
"61227a8e6f1b2da0e94d3a22","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A9","AQ2A9","AQ2A9","DUA4","DUA3","DUA4","DUA3","DUA4","DUA3","DUA3","DUA2","DUA4","DUA3","DUA4","DUA4","DUA4","DUA2","DUA4","DUA3","DUA4","DUA3","DUA3","DUA4","DUA3","DUA3","DUA3","DUA4","DUA3","DUA3","DUA4","EXA1","EXA4","EXA4","EXA4","EXA4","CR1A2","CR2A4","CR3A1","CR4A2","CR1A3","CR2A2","CR2A3","CR2A2","CR2A2","CR1A3"
"59e4fc9a62637600014a7692","D3A3","D4A2","AT1A3","6","0","DUA4","DUA4","DUA3","DUA3","DUA3","DUA4","DUA3","DUA2","DUA3","DUA4","DUA3","DUA2","DUA2","DUA3","DUA4","DUA3","DUA4","DUA4","DUA3","DUA3","DUA3","DUA2","DUA2","DUA1","DUA3","DUA3","DUA1","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A2","RU1A3","AQ1A2","AQ1A5","AQ1A3","AQ1A5","AQ1A5","AQ1A5","AQ1A6","AQ2A7","AQ2A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA1","EXA1","EXA1","EXA1","CR1A2","CR2A2","CR3A1","CR4A1","CR1A1","CR2A1","CR2A2","CR2A1","CR2A1","CR1A1"
"60bc8d2e63f319e7d7c984f4","D3A3","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A3","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A5","AQ2A6","AQ2A6","DUA4","DUA2","DUA2","DUA3","DUA3","DUA4","DUA4","DUA4","DUA4","DUA4","DUA2","DUA2","DUA2","DUA3","DUA4","DUA3","DUA5","DUA4","DUA4","DUA2","DUA3","DUA4","DUA3","DUA2","DUA4","DUA4","DUA4","EXA4","EXA4","EXA4","EXA4","EXA4","CR1A1","CR2A2","CR3A1","CR4A1","CR1A2","CR2A1","CR2A3","CR2A1","CR2A1","CR1A1"
"5f60aef33f5bac06ebf1ef48","D3A3","D4A2","AT1A3","6","0","DUA4","DUA2","DUA4","DUA3","DUA2","DUA4","DUA4","DUA4","DUA4","DUA3","DUA4","DUA2","DUA4","DUA1","DUA3","DUA4","DUA5","DUA5","DUA4","DUA3","DUA4","DUA3","DUA3","DUA4","DUA2","DUA3","DUA4","AR1A2","AR1A3","AR1A3","AR1A3","AR1A2","RU1A2","RU1A5","AQ1A6","AQ1A5","AQ1A6","AQ1A6","AQ1A4","AQ1A6","AQ1A6","AQ2A7","AQ2A6","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA4","EXA3","EXA2","EXA3","EXA4","CR1A4","CR2A5","CR3A6","CR4A7","CR1A4","CR2A5","CR2A5","CR2A5","CR2A5","CR1A5"
"6277ea4be3977859e068015f","D3A3","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A2","AR1A2","RU1A5","RU1A5","AQ1A2","AQ1A8","AQ1A1","AQ1A3","AQ1A3","AQ1A4","AQ1A5","AQ2A4","AQ2A4","DUA3","DUA3","DUA4","DUA3","DUA3","DUA2","DUA4","DUA4","DUA4","DUA3","DUA4","DUA3","DUA2","DUA2","DUA4","DUA3","DUA4","DUA4","DUA3","DUA4","DUA3","DUA2","DUA1","DUA3","DUA4","DUA3","DUA2","EXA2","EXA5","EXA5","EXA4","EXA5","CR1A2","CR2A2","CR3A2","CR4A2","CR1A2","CR2A2","CR2A2","CR2A2","CR2A1","CR1A2"
"5f50e22bd727bc2745ded1cb","D3A3","D4A2","AT1A3","6","0","DUA4","DUA4","DUA2","DUA5","DUA5","DUA4","DUA3","DUA2","DUA4","DUA3","DUA3","DUA2","DUA3","DUA2","DUA4","DUA4","DUA2","DUA3","DUA2","DUA4","DUA4","DUA3","DUA2","DUA3","DUA4","DUA3","DUA3","AR1A2","AR1A2","AR1A3","AR1A2","AR1A1","RU1A6","RU1A5","AQ1A3","AQ1A4","AQ1A3","AQ1A3","AQ1A3","AQ1A4","AQ1A5","AQ2A5","AQ2A4","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA4","EXA4","EXA3","EXA3","EXA5","CR1A4","CR2A5","CR3A7","CR4A8","CR1A5","CR2A5","CR2A5","CR2A5","CR2A5","CR1A4"
"5ea166af93435d0008a8a341","D3A2","D4A2","AT1A3","6","0","DUA2","DUA3","DUA4","DUA4","DUA2","DUA4","DUA4","DUA2","DUA4","DUA4","DUA3","DUA2","DUA4","DUA3","DUA4","DUA4","DUA4","DUA3","DUA3","DUA4","DUA3","DUA2","DUA2","DUA3","DUA4","DUA3","DUA4","AR1A2","AR1A2","AR1A3","AR1A2","AR1A2","RU1A5","RU1A5","AQ1A2","AQ1A3","AQ1A2","AQ1A2","AQ1A1","AQ1A2","AQ1A8","AQ2A8","AQ2A8","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA2","EXA2","EXA2","EXA3","CR1A2","CR2A2","CR3A1","CR4A9","CR1A3","CR2A3","CR2A2","CR2A1","CR2A4","CR1A2"
"6038563a8512c22244c28e9d","D3A4","D4A2","AT1A2","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A3","RU1A7","AQ1A1","AQ1A8","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A7","AQ2A7","AQ2A9","DUA4","DUA4","DUA4","DUA3","DUA4","DUA4","DUA4","DUA3","DUA4","DUA4","DUA3","DUA1","DUA2","DUA5","DUA5","DUA3","DUA4","DUA4","DUA4","DUA5","DUA5","DUA2","DUA3","DUA4","DUA5","DUA5","DUA3","EXA1","EXA5","EXA2","EXA3","EXA5","CR1A4","CR2A5","CR3A7","CR4A8","CR1A5","CR2A4","CR2A5","CR2A5","CR2A5","CR1A5"
"5ec300b3f3df631383fb27e0","D3A2","D4A2","AT1A3","6","0","DUA3","DUA3","DUA4","DUA3","DUA2","DUA4","DUA3","DUA4","DUA4","DUA3","DUA5","DUA2","DUA4","DUA5","DUA4","DUA4","DUA3","DUA3","DUA3","DUA4","DUA2","DUA4","DUA3","DUA2","DUA4","DUA4","DUA3","AR1A1","AR1A2","AR1A1","AR1A1","AR1A1","RU1A1","RU1A5","AQ1A3","AQ1A3","AQ1A2","AQ1A3","AQ1A1","AQ1A2","AQ1A7","AQ2A7","AQ2A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA4","EXA4","EXA1","EXA4","CR1A5","CR2A5","CR3A6","CR4A3","CR1A4","CR2A1","CR2A4","CR2A3","CR2A3","CR1A2"
"5c7ae9fbf1bfcf001554f54e","D3A3","D4A2","AT1A2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A1","RU1A4","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A9","AQ2A8","AQ2A8","DUA3","DUA3","DUA3","DUA3","DUA3","DUA2","DUA4","DUA4","DUA3","DUA3","DUA4","DUA3","DUA4","DUA3","DUA3","DUA3","DUA3","DUA3","DUA3","DUA4","DUA3","DUA3","DUA3","DUA3","DUA3","DUA3","DUA3","EXA1","EXA1","EXA3","EXA4","EXA4","CR1A1","CR2A1","CR3A2","CR4A1","CR1A1","CR2A1","CR2A3","CR2A2","CR2A1","CR1A1"
"610985f22551d74713bc37ad","D3A2","D4A2","AT1A3","6","0","DUA4","DUA2","DUA4","DUA4","DUA3","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA2","DUA4","DUA2","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA2","DUA4","DUA4","DUA4","DUA4","DUA4","AR1A2","AR1A2","AR1A2","AR1A3","AR1A1","RU1A6","RU1A5","AQ1A2","AQ1A6","AQ1A2","AQ1A3","AQ1A2","AQ1A2","AQ1A5","AQ2A6","AQ2A6","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA4","EXA2","EXA1","EXA1","CR1A2","CR2A3","CR3A1","CR4A2","CR1A1","CR2A2","CR2A3","CR2A2","CR2A2","CR1A1"
"60de2ae149223b99241fa464","D3A4","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A2","AR1A2","AR1A2","AR1A2","AR1A2","RU1A5","RU1A6","AQ1A3","AQ1A3","AQ1A3","AQ1A3","AQ1A3","AQ1A3","AQ1A7","AQ2A7","AQ2A7","DUA2","DUA2","DUA4","DUA4","DUA2","DUA4","DUA3","DUA2","DUA4","DUA4","DUA4","DUA3","DUA2","DUA2","DUA3","DUA4","DUA4","DUA4","DUA3","DUA4","DUA2","DUA3","DUA4","DUA2","DUA3","DUA2","DUA3","EXA4","EXA4","EXA2","EXA4","EXA4","CR1A3","CR2A5","CR3A4","CR4A7","CR1A4","CR2A4","CR2A5","CR2A4","CR2A5","CR1A5"
"5f96ecc8373a81020c60b7de","D3A3","D4A2","AT1A3","6","0","DUA2","DUA2","DUA5","DUA4","DUA2","DUA4","DUA5","DUA4","DUA3","DUA4","DUA5","DUA4","DUA3","DUA4","DUA4","DUA3","DUA4","DUA4","DUA5","DUA5","DUA2","DUA4","DUA4","DUA5","DUA4","DUA3","DUA5","AR1A4","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A8","AQ1A7","AQ1A7","AQ1A8","AQ1A6","AQ1A3","AQ1A4","AQ2A9","AQ2A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA5","EXA4","EXA5","EXA5","EXA5","CR1A2","CR2A2","CR3A1","CR4A2","CR1A3","CR2A5","CR2A4","CR2A4","CR2A3","CR1A4"
"629e14d775a49be0c6871194","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A2","AR1A1","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A2","AQ1A2","AQ1A2","AQ1A4","AQ1A3","AQ1A3","AQ1A6","AQ2A6","AQ2A6","DUA2","DUA4","DUA3","DUA4","DUA3","DUA4","DUA3","DUA4","DUA4","DUA4","DUA4","DUA2","DUA3","DUA4","DUA4","DUA4","DUA4","DUA3","DUA4","DUA4","DUA3","DUA4","DUA2","DUA2","DUA4","DUA4","DUA2","EXA1","EXA5","EXA4","EXA1","EXA5","CR1A3","CR2A2","CR3A2","CR4A1","CR1A2","CR2A1","CR2A2","CR2A1","CR2A1","CR1A1"
"60ca70f0bb3fef9c094682eb","D3A2","D4A2","AT1A3","6","0","DUA3","DUA3","DUA2","DUA3","DUA3","DUA3","DUA4","DUA4","DUA4","DUA2","DUA3","DUA3","DUA2","DUA3","DUA4","DUA4","DUA5","DUA3","DUA3","DUA4","DUA2","DUA4","DUA5","DUA2","DUA2","DUA4","DUA4","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A6","RU1A7","AQ1A1","AQ1A3","AQ1A3","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ2A4","AQ2A4","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA5","EXA5","EXA3","EXA5","CR1A3","CR2A5","CR3A1","CR4A9","CR1A5","CR2A1","CR2A5","CR2A1","CR2A5","CR1A5"
"615de319ef3307f0c127c79a","D3A3","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A2","AR1A2","AR1A1","RU1A4","RU1A4","AQ1A1","AQ1A3","AQ1A3","AQ1A2","AQ1A1","AQ1A1","AQ1A9","AQ2A9","AQ2A9","DUA4","DUA3","DUA4","DUA4","DUA4","DUA5","DUA4","DUA1","DUA4","DUA2","DUA4","DUA3","DUA4","DUA5","DUA4","DUA4","DUA3","DUA2","DUA4","DUA4","DUA1","DUA1","DUA3","DUA4","DUA4","DUA4","DUA4","EXA1","EXA5","EXA4","EXA2","EXA5","CR1A3","CR2A2","CR3A2","CR4A2","CR1A3","CR2A2","CR2A4","CR2A3","CR2A2","CR1A2"
"5f3d479d7c2f6309084b6cf4","D3A2","D4A1","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A3","AQ1A1","AQ1A3","AQ1A2","AQ1A2","AQ1A1","AQ1A1","AQ1A9","AQ2A9","AQ2A9","DUA4","DUA3","DUA4","DUA4","DUA3","DUA5","DUA4","DUA4","DUA3","DUA4","DUA5","DUA4","DUA5","DUA5","DUA4","DUA4","DUA3","DUA3","DUA5","DUA4","DUA3","DUA4","DUA3","DUA4","DUA2","DUA4","DUA4","EXA3","EXA4","EXA4","EXA3","EXA4","CR1A2","CR2A2","CR3A2","CR4A1","CR1A2","CR2A2","CR2A2","CR2A1","CR2A1","CR1A1"
"6165ea0d60d532310c09befd","D3A3","D4A2","AT1A3","6","0","DUA2","DUA3","DUA5","DUA5","DUA2","DUA4","DUA4","DUA5","DUA5","DUA5","DUA5","DUA4","DUA5","DUA2","DUA3","DUA4","DUA5","DUA5","DUA5","DUA3","DUA2","DUA4","DUA1","DUA4","DUA4","DUA4","DUA3","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A3","RU1A7","AQ1A1","AQ1A3","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A9","AQ2A9","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA4","EXA5","EXA2","EXA5","EXA5","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
"5ea19088f2af2904709dc83e","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A7","RU1A5","AQ1A1","AQ1A6","AQ1A3","AQ1A1","AQ1A1","AQ1A1","AQ1A5","AQ2A8","AQ2A9","DUA4","DUA2","DUA4","DUA2","DUA3","DUA5","DUA4","DUA4","DUA3","DUA4","DUA4","DUA2","DUA4","DUA2","DUA4","DUA4","DUA5","DUA4","DUA3","DUA4","DUA3","DUA2","DUA4","DUA1","DUA4","DUA4","DUA3","EXA4","EXA4","EXA4","EXA4","EXA4","CR1A2","CR2A3","CR3A2","CR4A1","CR1A2","CR2A2","CR2A4","CR2A1","CR2A2","CR1A2"
"5f91b1ed5b7a4904ff498fa3","D3A3","D4A2","AT1A3","6","0","DUA2","DUA4","DUA2","DUA4","DUA4","DUA3","DUA4","DUA2","DUA4","DUA2","DUA2","DUA1","DUA5","DUA4","DUA4","DUA4","DUA3","DUA4","DUA4","DUA2","DUA4","DUA2","DUA4","DUA2","DUA3","DUA4","DUA2","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A5","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A9","AQ2A9","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA5","EXA3","EXA4","EXA4","CR1A4","CR2A5","CR3A3","CR4A7","CR1A5","CR2A4","CR2A5","CR2A1","CR2A4","CR1A5"
"60056657125e50465c15533e","D3A2","D4A1","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A1","RU1A5","AQ1A1","AQ1A2","AQ1A2","AQ1A3","AQ1A2","AQ1A2","AQ1A6","AQ2A6","AQ2A5","DUA4","DUA4","DUA4","DUA3","DUA4","DUA4","DUA4","DUA2","DUA4","DUA3","DUA3","DUA2","DUA4","DUA2","DUA4","DUA3","DUA4","DUA3","DUA4","DUA3","DUA2","DUA2","DUA3","DUA4","DUA3","DUA4","DUA4","EXA1","EXA4","EXA2","EXA4","EXA4","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
"5c3cb454e02c6a000100e4fe","D3A3","D4A2","AT1A3","6","0","DUA4","DUA3","DUA3","DUA4","DUA2","DUA4","DUA2","DUA1","DUA4","DUA4","DUA3","DUA2","DUA4","DUA2","DUA5","DUA4","DUA5","DUA4","DUA3","DUA2","DUA3","DUA1","DUA4","DUA5","DUA5","DUA2","DUA3","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A3","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A6","AQ2A6","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA4","EXA4","EXA4","EXA5","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
"5cb255402051100001c5d058","D3A3","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A3","AR1A1","AR1A2","RU1A3","RU1A3","AQ1A3","AQ1A5","AQ1A3","AQ1A7","AQ1A6","AQ1A6","AQ1A5","AQ2A6","AQ2A7","DUA4","DUA3","DUA4","DUA3","DUA3","DUA3","DUA4","DUA4","DUA3","DUA3","DUA3","DUA3","DUA5","DUA3","DUA4","DUA4","DUA4","DUA3","DUA4","DUA5","DUA3","DUA3","DUA3","DUA4","DUA4","DUA3","DUA4","EXA1","EXA4","EXA2","EXA3","EXA2","CR1A3","CR2A2","CR3A1","CR4A1","CR1A3","CR2A2","CR2A3","CR2A1","CR2A1","CR1A2"
"58ee2f5ec31d4d00015aa0eb","D3A2","D4A2","AT1A3","6","0","DUA1","DUA3","DUA2","DUA1","DUA1","DUA4","DUA3","DUA5","DUA3","DUA4","DUA3","DUA3","DUA1","DUA2","DUA2","DUA2","DUA5","DUA3","DUA2","DUA4","DUA2","DUA3","DUA1","DUA4","DUA3","DUA1","DUA3","AR1A2","AR1A1","AR1A2","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A2","AQ1A4","AQ1A2","AQ1A2","AQ1A1","AQ1A3","AQ1A6","AQ2A7","AQ2A6","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA5","EXA2","EXA1","EXA1","CR1A2","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
"5ec94f9f4907d9451096dc3d","D3A2","D4A2","AT1A2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A2","AR1A1","AR1A1","RU1A5","RU1A7","AQ1A1","AQ1A6","AQ1A6","AQ1A4","AQ1A1","AQ1A5","AQ1A9","AQ2A9","AQ2A9","DUA4","DUA3","DUA3","DUA4","DUA4","DUA3","DUA4","DUA1","DUA4","DUA3","DUA3","DUA2","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA3","DUA2","DUA3","DUA2","DUA3","DUA4","DUA3","EXA1","EXA4","EXA4","EXA3","EXA4","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A2","CR2A1","CR2A1","CR1A1"
"605ba7fb97207afeb65c0d6f","D3A3","D4A2","AT1A3","6","0","DUA3","DUA2","DUA4","DUA3","DUA2","DUA4","DUA4","DUA5","DUA4","DUA4","DUA4","DUA3","DUA4","DUA3","DUA4","DUA4","DUA5","DUA3","DUA4","DUA4","DUA3","DUA4","DUA2","DUA2","DUA4","DUA2","DUA2","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A2","RU1A5","AQ1A1","AQ1A3","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A4","AQ2A7","AQ2A6","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA4","EXA3","EXA4","EXA4","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
"5c5086c6ea5abd0001ec6ec7","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A2","AR1A3","AR1A1","AR1A2","RU1A5","RU1A5","AQ1A3","AQ1A3","AQ1A3","AQ1A3","AQ1A3","AQ1A3","AQ1A6","AQ2A7","AQ2A6","DUA3","DUA3","DUA4","DUA4","DUA2","DUA4","DUA4","DUA4","DUA3","DUA4","DUA3","DUA3","DUA3","DUA3","DUA3","DUA3","DUA2","DUA4","DUA3","DUA4","DUA3","DUA4","DUA2","DUA2","DUA3","DUA2","DUA2","EXA1","EXA4","EXA3","EXA4","EXA3","CR1A2","CR2A2","CR3A1","CR4A1","CR1A2","CR2A3","CR2A2","CR2A1","CR2A1","CR1A2"
"59ce4b5519d3170001b1d4cb","D3A5","D4A2","AT1A3","6","0","DUA2","DUA2","DUA5","DUA2","DUA2","DUA1","DUA4","DUA4","DUA4","DUA5","DUA2","DUA5","DUA2","DUA1","DUA3","DUA2","DUA5","DUA3","DUA2","DUA4","DUA2","DUA4","DUA2","DUA4","DUA4","DUA1","DUA4","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A3","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A9","AQ2A9","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA5","EXA2","EXA3","EXA5","CR1A4","CR2A3","CR3A6","CR4A6","CR1A1","CR2A3","CR2A2","CR2A3","CR2A3","CR1A1"
"60fd064693767fcb40666fe9","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A6","RU1A6","AQ1A1","AQ1A3","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ2A9","AQ2A8","DUA3","DUA2","DUA2","DUA2","DUA2","DUA4","DUA4","DUA2","DUA4","DUA4","DUA2","DUA2","DUA2","DUA3","DUA4","DUA4","DUA4","DUA4","DUA3","DUA3","DUA3","DUA3","DUA5","DUA3","DUA4","DUA2","DUA3","EXA2","EXA4","EXA4","EXA2","EXA4","CR1A4","CR2A5","CR3A3","CR4A8","CR1A4","CR2A4","CR2A5","CR2A5","CR2A5","CR1A5"
