"PROLIFIC","D3","D4","AT1","AT2","NR","DU1[DUQ1]","DU1[DUQ2]","DU1[DUQ3]","DU1[DUQ4]","DU1[DUQ5]","DU1[DUQ6]","DU1[DUQ7]","DU1[DUQ8]","DU1[DUQ9]","DU1[DUQ10]","DU2[DUQ11]","DU2[DUQ12]","DU2[DUQ13]","DU2[DUQ14]","DU2[DUQ15]","DU2[DUQ16]","DU2[DUQ17]","DU2[DUQ18]","DU2[DUQ19]","DU2[DUQ20]","DU3[SUQ21]","DU3[SUQ22]","DU3[SUQ23]","DU3[SUQ24]","DU3[SUQ25]","DU3[SUQ26]","DU3[SUQ27]","AR1[AR1Q1]","AR1[AR1Q2]","AR1[AR1Q3]","AR1[AR1Q4]","AR1[AR1Q5]","RU1[RU1Q1]","RU1[RU1Q2]","AQ1[AQ1Q1]","AQ1[AQ1Q2]","AQ1[AQ1Q3]","AQ1[AQ1Q4]","AQ1[AQ1Q5]","AQ1[AQ1Q6]","AQ1[AQ1Q7]","AQ2[AQ2Q1]","AQ2[AQ2Q2]","DU1[DUQ1]","DU1[DUQ2]","DU1[DUQ3]","DU1[DUQ4]","DU1[DUQ5]","DU1[DUQ6]","DU1[DUQ7]","DU1[DUQ8]","DU1[DUQ9]","DU1[DUQ10]","DU2[DUQ11]","DU2[DUQ12]","DU2[DUQ13]","DU2[DUQ14]","DU2[DUQ15]","DU2[DUQ16]","DU2[DUQ17]","DU2[DUQ18]","DU2[DUQ19]","DU2[DUQ20]","DU3[SUQ21]","DU3[SUQ22]","DU3[SUQ23]","DU3[SUQ24]","DU3[SUQ25]","DU3[SUQ26]","DU3[SUQ27]","EX1[EXQ1]","EX1[EXQ2]","EX1[EXQ3]","EX1[EXQ4]","EX1[EXQ5]","CRS1[CRS1Q]","CRS2[CRS2Q]","CRS3[CRS3Q]","CRS4[CRS3Q]","CRS5[CRS1Q]","CRS6[CRS2Q]","CRS7[CRS2Q]","CRS8[CRS2Q]","CRS9[CRS2Q]","CRS10[CRS1Q]"
"6235e7ddfab5533441aefd40","D3A2","D4A1","AT1A2","6","0","DUA1","DUA3","DUA5","DUA5","DUA3","DUA5","DUA5","DUA5","DUA5","DUA5","DUA3","DUA1","DUA4","DUA1","DUA3","DUA2","DUA5","DUA5","DUA4","DUA5","DUA1","DUA1","DUA1","DUA1","DUA5","DUA3","DUA3","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A7","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A9","AQ2A9","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA4","EXA4","EXA4","EXA4","EXA4","CR1A4","CR2A5","CR3A6","CR4A8","CR1A5","CR2A5","CR2A5","CR2A5","CR2A5","CR1A5"
"5b1fe111e8f5be00017c683c","D3A3","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A7","AQ1A1","AQ1A4","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A5","AQ2A8","AQ2A6","DUA2","DUA2","DUA2","DUA3","DUA2","DUA4","DUA3","DUA4","DUA4","DUA4","DUA2","DUA2","DUA4","DUA4","DUA4","DUA3","DUA4","DUA3","DUA3","DUA2","DUA2","DUA2","DUA3","DUA1","DUA4","DUA2","DUA2","EXA1","EXA4","EXA2","EXA4","EXA4","CR1A2","CR2A3","CR3A2","CR4A4","CR1A2","CR2A3","CR2A3","CR2A2","CR2A3","CR1A2"
"5f15aa87d2423e68677e7e5a","D3A4","D4A2","AT1A3","6","0","DUA5","DUA2","DUA4","DUA1","DUA1","DUA5","DUA5","DUA5","DUA5","DUA5","DUA1","DUA4","DUA1","DUA1","DUA5","DUA1","DUA5","DUA1","DUA4","DUA5","DUA1","DUA3","DUA1","DUA5","DUA5","DUA1","DUA5","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A7","RU1A7","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A9","AQ2A9","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA5","EXA2","EXA1","EXA5","CR1A1","CR2A4","CR3A1","CR4A1","CR1A4","CR2A1","CR2A1","CR2A1","CR2A1","CR1A3"
"58ff31a1d10e2b000108579e","D3A5","D4A2","AT1A2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A2","AR1A2","AR1A2","AR1A1","RU1A6","RU1A6","AQ1A1","AQ1A3","AQ1A1","AQ1A6","AQ1A3","AQ1A6","AQ1A8","AQ2A8","AQ2A6","DUA2","DUA2","DUA4","DUA2","DUA1","DUA4","DUA4","DUA4","DUA4","DUA4","DUA2","DUA2","DUA4","DUA2","DUA4","DUA2","DUA4","DUA4","DUA4","DUA2","DUA2","DUA4","DUA1","DUA2","DUA4","DUA2","DUA2","EXA1","EXA4","EXA4","EXA4","EXA4","CR1A2","CR2A2","CR3A1","CR4A1","CR1A2","CR2A3","CR2A2","CR2A2","CR2A1","CR1A1"
"581ba6684182b600017306fa","D3A3","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A2","AR1A3","AR1A3","AR1A3","AR1A1","RU1A5","RU1A4","AQ1A2","AQ1A7","AQ1A7","AQ1A4","AQ1A3","AQ1A4","AQ1A5","AQ2A5","AQ2A5","DUA4","DUA2","DUA4","DUA3","DUA2","DUA4","DUA3","DUA4","DUA4","DUA4","DUA2","DUA2","DUA5","DUA2","DUA4","DUA3","DUA4","DUA4","DUA4","DUA3","DUA2","DUA4","DUA2","DUA2","DUA4","DUA2","DUA1","EXA1","EXA5","EXA5","EXA4","EXA5","CR1A2","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
"5b6ae3a2f676120001ec42f8","D3A3","D4A2","AT1A3","6","0","DUA4","DUA3","DUA4","DUA2","DUA2","DUA4","DUA2","DUA2","DUA4","DUA4","DUA2","DUA2","DUA4","DUA2","DUA2","DUA4","DUA4","DUA4","DUA3","DUA4","DUA2","DUA2","DUA2","DUA2","DUA2","DUA3","DUA4","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A6","AQ1A1","AQ1A1","AQ1A5","AQ1A1","AQ1A1","AQ1A1","AQ1A2","AQ2A7","AQ2A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA5","EXA1","EXA1","EXA1","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A2","CR2A1","CR2A1","CR1A1"
"5ef8f38338b9f06826ee1fa3","D3A2","D4A1","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A4","AQ1A1","AQ1A4","AQ1A2","AQ1A3","AQ1A7","AQ2A9","AQ2A9","DUA5","DUA3","DUA4","DUA3","DUA2","DUA4","DUA4","DUA2","DUA4","DUA2","DUA3","DUA2","DUA3","DUA3","DUA3","DUA4","DUA5","DUA2","DUA2","DUA4","DUA3","DUA2","DUA4","DUA2","DUA3","DUA5","DUA2","EXA2","EXA5","EXA2","EXA3","EXA4","CR1A1","CR2A2","CR3A1","CR4A1","CR1A1","CR2A1","CR2A2","CR2A1","CR2A1","CR1A1"
"5f0ef99d8fa1a8012eee6380","D3A2","D4A2","AT1A3","6","0","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA3","DUA3","DUA4","DUA4","DUA4","DUA4","DUA4","DUA3","DUA4","DUA2","DUA3","DUA4","DUA4","DUA3","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A3","AQ1A1","AQ1A3","AQ1A3","AQ1A3","AQ1A7","AQ2A7","AQ2A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA4","EXA4","EXA4","EXA4","CR1A2","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A2","CR2A1","CR2A1","CR1A1"
"5a775b638fe2dc00010579b2","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A2","AR1A2","AR1A2","AR1A2","AR1A1","RU1A3","RU1A5","AQ1A2","AQ1A5","AQ1A3","AQ1A4","AQ1A3","AQ1A3","AQ1A5","AQ2A6","AQ2A6","DUA3","DUA2","DUA4","DUA4","DUA3","DUA3","DUA4","DUA2","DUA3","DUA3","DUA4","DUA3","DUA3","DUA3","DUA4","DUA2","DUA3","DUA3","DUA3","DUA4","DUA4","DUA2","DUA3","DUA3","DUA4","DUA2","DUA4","EXA1","EXA2","EXA1","EXA3","EXA4","CR1A2","CR2A2","CR3A1","CR4A1","CR1A2","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
"59e9d2c6c0d35a0001295448","D3A3","D4A2","AT1A3","6","0","DUA2","DUA3","DUA3","DUA2","DUA3","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA5","DUA3","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA2","DUA4","DUA2","DUA4","DUA4","DUA1","DUA4","AR1A1","AR1A1","AR1A2","AR1A1","AR1A1","RU1A5","RU1A6","AQ1A2","AQ1A7","AQ1A2","AQ1A2","AQ1A2","AQ1A2","AQ1A3","AQ2A6","AQ2A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA4","EXA2","EXA1","EXA4","CR1A2","CR2A1","CR3A1","CR4A1","CR1A1","CR2A2","CR2A1","CR2A1","CR2A1","CR1A1"
"5de42daa610fba420179b279","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A2","AR1A2","AR1A2","AR1A2","AR1A1","RU1A4","RU1A4","AQ1A2","AQ1A2","AQ1A1","AQ1A2","AQ1A1","AQ1A1","AQ1A7","AQ2A9","AQ2A9","DUA4","DUA4","DUA3","DUA4","DUA4","DUA3","DUA3","DUA3","DUA3","DUA3","DUA4","DUA2","DUA4","DUA4","DUA3","DUA3","DUA3","DUA3","DUA4","DUA4","DUA3","DUA3","DUA2","DUA3","DUA3","DUA4","DUA3","EXA2","EXA4","EXA2","EXA4","EXA3","CR1A2","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A2","CR2A1","CR2A1","CR1A1"
"601dc35630812d1cf694a9ba","D3A3","D4A2","AT1A3","6","0","DUA2","DUA1","DUA5","DUA1","DUA4","DUA3","DUA4","DUA2","DUA4","DUA4","DUA5","DUA2","DUA4","DUA4","DUA4","DUA2","DUA4","DUA2","DUA2","DUA2","DUA1","DUA2","DUA2","DUA4","DUA4","DUA1","DUA4","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A6","AQ1A1","AQ1A6","AQ1A2","AQ1A3","AQ1A2","AQ1A4","AQ1A6","AQ2A7","AQ2A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA4","EXA2","EXA4","EXA4","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
"60d32b4e6efe3d4dcec0e2a6","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A2","AR1A1","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A3","AQ1A1","AQ1A2","AQ1A1","AQ1A2","AQ1A9","AQ2A6","AQ2A8","DUA4","DUA3","DUA4","DUA3","DUA3","DUA4","DUA4","DUA4","DUA5","DUA3","DUA3","DUA2","DUA4","DUA3","DUA4","DUA4","DUA5","DUA4","DUA4","DUA3","DUA2","DUA4","DUA4","DUA2","DUA3","DUA4","DUA4","EXA5","EXA4","EXA5","EXA5","EXA5","CR1A2","CR2A4","CR3A2","CR4A3","CR1A4","CR2A3","CR2A4","CR2A2","CR2A2","CR1A3"
"5db74e2ec40ed8000ca2e5d0","D3A2","D4A2","AT1A3","6","0","DUA3","DUA3","DUA4","DUA3","DUA2","DUA3","DUA4","DUA4","DUA3","DUA2","DUA3","DUA2","DUA3","DUA3","DUA3","DUA3","DUA4","DUA3","DUA3","DUA4","DUA3","DUA2","DUA3","DUA3","DUA3","DUA3","DUA2","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A3","RU1A3","AQ1A2","AQ1A4","AQ1A2","AQ1A1","AQ1A1","AQ1A1","AQ1A8","AQ2A8","AQ2A8","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA2","EXA2","EXA1","EXA2","CR1A2","CR2A2","CR3A1","CR4A1","CR1A1","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
"55a14418fdf99b6ec83c244f","D3A4","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A2","RU1A5","AQ1A1","AQ1A3","AQ1A2","AQ1A2","AQ1A1","AQ1A2","AQ1A4","AQ2A7","AQ2A8","DUA4","DUA4","DUA2","DUA4","DUA4","DUA4","DUA4","DUA3","DUA4","DUA2","DUA4","DUA2","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA2","DUA3","DUA2","DUA4","DUA2","DUA3","DUA4","DUA4","EXA2","EXA4","EXA2","EXA4","EXA4","CR1A3","CR2A4","CR3A2","CR4A2","CR1A3","CR2A2","CR2A4","CR2A1","CR2A2","CR1A3"
"6005f9ba9a21c96134362ff1","D3A3","D4A2","AT1A3","6","0","DUA1","DUA2","DUA4","DUA1","DUA2","DUA3","DUA4","DUA3","DUA4","DUA4","DUA3","DUA3","DUA4","DUA3","DUA2","DUA1","DUA4","DUA3","DUA3","DUA3","DUA2","DUA2","DUA3","DUA4","DUA4","DUA1","DUA3","AR1A2","AR1A1","AR1A2","AR1A2","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A2","AQ1A1","AQ1A7","AQ1A1","AQ1A7","AQ1A8","AQ2A6","AQ2A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA3","EXA3","EXA3","EXA3","CR1A3","CR2A2","CR3A2","CR4A4","CR1A1","CR2A2","CR2A2","CR2A2","CR2A2","CR1A1"
"605900798c7f5f73df2e89fa","D3A3","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A6","AQ2A7","AQ2A7","DUA1","DUA2","DUA4","DUA4","DUA2","DUA4","DUA4","DUA4","DUA4","DUA4","DUA3","DUA2","DUA4","DUA2","DUA3","DUA4","DUA4","DUA4","DUA4","DUA2","DUA1","DUA4","DUA1","DUA3","DUA4","DUA2","DUA5","EXA4","EXA4","EXA4","EXA4","EXA4","CR1A2","CR2A3","CR3A2","CR4A3","CR1A3","CR2A3","CR2A3","CR2A2","CR2A4","CR1A3"
"5c4b8d1b0eccd3000186e33a","D3A6","D4A2","AT1A3","6","0","DUA4","DUA3","DUA4","DUA2","DUA3","DUA3","DUA4","DUA4","DUA4","DUA3","DUA3","DUA2","DUA4","DUA2","DUA3","DUA2","DUA5","DUA3","DUA4","DUA4","DUA3","DUA4","DUA1","DUA3","DUA3","DUA2","DUA3","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A4","RU1A6","AQ1A1","AQ1A1","AQ1A1","AQ1A3","AQ1A1","AQ1A2","AQ1A9","AQ2A9","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA5","EXA5","EXA3","EXA5","CR1A2","CR2A1","CR3A2","CR4A1","CR1A1","CR2A2","CR2A1","CR2A2","CR2A1","CR1A1"
"59ff85cb7542890001aa60f1","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A2","AR1A1","AR1A4","AR1A1","AR1A1","RU1A5","RU1A2","AQ1A1","AQ1A4","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A9","AQ2A9","AQ2A9","DUA5","DUA4","DUA5","DUA2","DUA1","DUA4","DUA5","DUA4","DUA5","DUA2","DUA3","DUA1","DUA5","DUA2","DUA3","DUA4","DUA5","DUA4","DUA5","DUA1","DUA4","DUA3","DUA1","DUA4","DUA4","DUA3","DUA5","EXA1","EXA4","EXA2","EXA1","EXA4","CR1A1","CR2A2","CR3A1","CR4A1","CR1A1","CR2A1","CR2A3","CR2A1","CR2A1","CR1A1"
"5f0477b44a7abf086ad33018","D3A4","D4A2","AT1A3","6","0","DUA3","DUA4","DUA4","DUA2","DUA2","DUA5","DUA5","DUA4","DUA3","DUA5","DUA2","DUA3","DUA4","DUA2","DUA5","DUA2","DUA5","DUA4","DUA2","DUA2","DUA2","DUA4","DUA1","DUA4","DUA2","DUA2","DUA4","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A3","RU1A7","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A9","AQ2A9","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA5","EXA2","EXA2","EXA5","CR1A2","CR2A1","CR3A2","CR4A1","CR1A1","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
"5ce5b9844cd8130019acba32","D3A3","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A2","AR1A2","AR1A2","AR1A2","AR1A2","RU1A5","RU1A5","AQ1A3","AQ1A5","AQ1A4","AQ1A4","AQ1A4","AQ1A4","AQ1A4","AQ2A5","AQ2A5","DUA3","DUA3","DUA3","DUA3","DUA2","DUA2","DUA2","DUA3","DUA3","DUA3","DUA3","DUA3","DUA4","DUA4","DUA3","DUA3","DUA3","DUA4","DUA3","DUA3","DUA4","DUA3","DUA3","DUA2","DUA3","DUA3","DUA3","EXA3","EXA2","EXA2","EXA2","EXA3","CR1A1","CR2A2","CR3A1","CR4A1","CR1A1","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
"59a52c18514a2200017e6b2e","D3A3","D4A2","AT1A3","6","0","DUA1","DUA3","DUA5","DUA2","DUA1","DUA4","DUA4","DUA3","DUA2","DUA4","DUA2","DUA2","DUA5","DUA5","DUA4","DUA2","DUA4","DUA4","DUA1","DUA5","DUA1","DUA3","DUA2","DUA5","DUA2","DUA1","DUA4","AR1A1","AR1A2","AR1A2","AR1A2","AR1A1","RU1A5","RU1A6","AQ1A2","AQ1A2","AQ1A2","AQ1A1","AQ1A1","AQ1A2","AQ1A9","AQ2A9","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA4","EXA1","EXA1","EXA4","CR1A2","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A2","CR2A1","CR2A1","CR1A1"
"5e692c0007df761d81042cfe","D3A3","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A2","AR1A1","AR1A1","RU1A3","RU1A7","AQ1A1","AQ1A3","AQ1A4","AQ1A3","AQ1A3","AQ1A3","AQ1A5","AQ2A9","AQ2A9","DUA2","DUA3","DUA3","DUA4","DUA2","DUA4","DUA3","DUA4","DUA5","DUA3","DUA2","DUA2","DUA4","DUA3","DUA4","DUA4","DUA4","DUA4","DUA2","DUA2","DUA2","DUA3","DUA3","DUA4","DUA4","DUA2","DUA2","EXA1","EXA5","EXA5","EXA3","EXA5","CR1A2","CR2A1","CR3A1","CR4A2","CR1A1","CR2A3","CR2A3","CR2A1","CR2A1","CR1A1"
"60f5e24e52f7de216bed00f1","D3A2","D4A2","AT1A3","6","0","DUA4","DUA3","DUA2","DUA4","DUA2","DUA4","DUA4","DUA3","DUA4","DUA2","DUA4","DUA4","DUA4","DUA2","DUA3","DUA4","DUA4","DUA4","DUA3","DUA3","DUA2","DUA4","DUA3","DUA4","DUA2","DUA4","DUA4","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A6","RU1A6","AQ1A1","AQ1A4","AQ1A2","AQ1A4","AQ1A2","AQ1A2","AQ1A6","AQ2A7","AQ2A6","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA2","EXA4","EXA4","EXA1","EXA4","CR1A2","CR2A1","CR3A1","CR4A1","CR1A1","CR2A2","CR2A4","CR2A2","CR2A1","CR1A1"
"5cc58b603b1b1c0001f9db5f","D3A3","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A2","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A3","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A4","AQ2A9","AQ2A9","DUA3","DUA3","DUA4","DUA3","DUA3","DUA3","DUA3","DUA1","DUA4","DUA4","DUA3","DUA3","DUA3","DUA3","DUA3","DUA3","DUA3","DUA3","DUA3","DUA4","DUA3","DUA2","DUA3","DUA3","DUA4","DUA3","DUA3","EXA1","EXA4","EXA4","EXA1","EXA4","CR1A5","CR2A5","CR3A6","CR4A8","CR1A5","CR2A5","CR2A1","CR2A4","CR2A5","CR1A2"
"62970ccd3e15037660ec7c20","D3A4","D4A2","AT1A3","6","0","DUA2","DUA3","DUA5","DUA4","DUA4","DUA3","DUA4","DUA4","DUA4","DUA4","DUA2","DUA2","DUA4","DUA4","DUA4","DUA3","DUA3","DUA4","DUA4","DUA2","DUA2","DUA4","DUA2","DUA4","DUA4","DUA1","DUA2","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A4","RU1A5","AQ1A2","AQ1A5","AQ1A4","AQ1A3","AQ1A4","AQ1A6","AQ1A7","AQ2A6","AQ2A8","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA2","EXA4","EXA4","EXA4","EXA4","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A3","CR2A2","CR2A1","CR2A1","CR1A1"
"5c8ce2f39d2bff0001b3fcea","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A4","RU1A4","AQ1A1","AQ1A6","AQ1A7","AQ1A5","AQ1A2","AQ1A2","AQ1A6","AQ2A7","AQ2A7","DUA3","DUA3","DUA4","DUA3","DUA3","DUA3","DUA3","DUA2","DUA3","DUA4","DUA3","DUA3","DUA4","DUA3","DUA3","DUA3","DUA4","DUA3","DUA3","DUA4","DUA3","DUA3","DUA1","DUA2","DUA3","DUA3","DUA3","EXA1","EXA4","EXA4","EXA3","EXA4","CR1A2","CR2A2","CR3A2","CR4A2","CR1A2","CR2A2","CR2A2","CR2A2","CR2A2","CR1A1"
"6102fcea8a324eaf83f7fa8c","D3A2","D4A2","AT1A3","6","0","DUA2","DUA3","DUA3","DUA2","DUA2","DUA3","DUA4","DUA3","DUA4","DUA2","DUA2","DUA3","DUA4","DUA2","DUA4","DUA3","DUA4","DUA4","DUA2","DUA4","DUA3","DUA3","DUA3","DUA4","DUA3","DUA2","DUA4","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A4","RU1A5","AQ1A1","AQ1A3","AQ1A1","AQ1A2","AQ1A2","AQ1A2","AQ1A8","AQ2A8","AQ2A8","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA2","EXA4","EXA2","EXA3","EXA3","CR1A3","CR2A4","CR3A3","CR4A5","CR1A3","CR2A3","CR2A3","CR2A3","CR2A4","CR1A1"
"616ea9e3ea36655b1d80e01f","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A2","AR1A2","AR1A3","AR1A2","AR1A2","RU1A6","RU1A3","AQ1A1","AQ1A3","AQ1A2","AQ1A4","AQ1A2","AQ1A5","AQ1A7","AQ2A7","AQ2A7","DUA2","DUA4","DUA4","DUA4","DUA2","DUA2","DUA2","DUA2","DUA4","DUA4","DUA4","DUA2","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA1","DUA2","DUA2","DUA4","DUA2","DUA2","EXA2","EXA4","EXA2","EXA4","EXA4","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
"5e692bf79a4aa805fab79127","D3A3","D4A2","AT1A3","6","0","DUA2","DUA4","DUA2","DUA2","DUA2","DUA5","DUA5","DUA5","DUA4","DUA4","DUA2","DUA3","DUA5","DUA2","DUA4","DUA3","DUA5","DUA4","DUA2","DUA4","DUA3","DUA4","DUA3","DUA4","DUA4","DUA3","DUA4","AR1A1","AR1A2","AR1A2","AR1A2","AR1A2","RU1A5","RU1A6","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A2","AQ1A7","AQ2A7","AQ2A8","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA4","EXA5","EXA4","EXA1","EXA5","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A2","CR2A1","CR2A1","CR1A1"
"606e36e2002550b48214893e","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A4","AQ1A1","AQ1A4","AQ1A4","AQ1A4","AQ1A9","AQ2A9","AQ2A9","DUA3","DUA3","DUA5","DUA1","DUA2","DUA5","DUA3","DUA1","DUA4","DUA4","DUA2","DUA1","DUA5","DUA4","DUA3","DUA2","DUA5","DUA4","DUA1","DUA2","DUA1","DUA1","DUA2","DUA1","DUA1","DUA1","DUA3","EXA1","EXA5","EXA2","EXA1","EXA5","CR1A2","CR2A2","CR3A1","CR4A2","CR1A1","CR2A1","CR2A2","CR2A1","CR2A1","CR1A1"
"610ce644c22d6b8fbd231465","D3A2","D4A2","AT1A3","6","0","DUA2","DUA2","DUA4","DUA2","DUA2","DUA4","DUA4","DUA2","DUA4","DUA4","DUA3","DUA4","DUA5","DUA2","DUA3","DUA3","DUA4","DUA4","DUA2","DUA2","DUA3","DUA2","DUA1","DUA2","DUA4","DUA2","DUA4","AR1A1","AR1A1","AR1A3","AR1A1","AR1A1","RU1A6","RU1A6","AQ1A1","AQ1A1","AQ1A1","AQ1A3","AQ1A2","AQ1A2","AQ1A9","AQ2A9","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA1","EXA1","EXA1","EXA1","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
"61021de77ce595ea8d427046","D3A2","D4A2","AT1A1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A2","AR1A2","AR1A1","AR1A1","RU1A6","RU1A2","AQ1A2","AQ1A8","AQ1A5","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ2A7","AQ2A9","DUA2","DUA3","DUA3","DUA3","DUA2","DUA4","DUA4","DUA3","DUA5","DUA4","DUA2","DUA2","DUA4","DUA2","DUA4","DUA3","DUA3","DUA4","DUA4","DUA2","DUA4","DUA3","DUA4","DUA4","DUA4","DUA4","DUA4","EXA2","EXA4","EXA4","EXA4","EXA2","CR1A2","CR2A5","CR3A4","CR4A5","CR1A5","CR2A4","CR2A5","CR2A3","CR2A5","CR1A5"
