session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
629e53493f8ec37955508db5,6090953cbe59f98f20b1acac,APPROVED,2022-06-06 19:19:49.179000,2022-06-06 19:32:23.798000,754.619,20,37,0,100,2022-06-10 08:13:07.164000,2B73928C,United Kingdom,United Kingdom,Unemployed (and job seeking),English,United Kingdom,Female,Yes
629e5360be340e48d8f9103a,5dcfe586568ca50df554b109,APPROVED,2022-06-06 19:20:00.175000,2022-06-06 19:25:56.597000,356.422,30,182,1,100,2022-06-10 08:13:07.229000,2B73928C,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
629e53923cef287a45c06174,5f269d0960644b3e1978ed5f,APPROVED,2022-06-06 19:20:54.479000,2022-06-06 19:27:32.114000,397.635,25,45,0,100,2022-06-10 08:13:07.293000,2B73928C,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,No
629e53a911cfea26994bb210,5e2632ae8688088872f04942,APPROVED,2022-06-06 19:21:16.461000,2022-06-06 19:28:54.069000,457.608,26,210,1,100,2022-06-10 08:13:07.438000,2B73928C,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
629e53a9b881c53786da24e7,5f1f5689321e4e14d110ac2c,APPROVED,2022-06-06 19:21:21.742000,2022-06-06 19:30:46.481000,564.739,42,182,0,100,2022-06-10 08:13:07.360000,2B73928C,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,No
629e53d39613f44719be89d3,570d45dc42a1db000ec4d1ce,APPROVED,2022-06-06 19:21:55.548000,2022-06-06 19:29:10.313000,434.765,36,580,5,99,2022-06-10 08:13:07.502000,2B73928C,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,No
629e53f2cdfa77a77075b608,5e8a17ca3cbd116b88361755,APPROVED,2022-06-06 19:22:28.262000,2022-06-06 19:28:48.057000,379.795,27,458,2,100,2022-06-10 08:13:07.569000,2B73928C,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No
629e542b6e85f45292375b38,5d4dbaaa9a22ea0001d735e0,APPROVED,2022-06-06 19:23:32.349000,2022-06-06 19:32:40.775000,548.426,26,28,0,100,2022-06-10 08:13:07.634000,2B73928C,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No
629e544c111db413d4935554,5e8eeb27a22991000abcb472,APPROVED,2022-06-06 19:23:59.628000,2022-06-06 19:28:16.638000,257.01,31,296,9,94,2022-06-10 08:13:07.699000,2B73928C,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,Yes
629e545d489bbc7f4835bd3f,61051fee6f4445537e79d659,APPROVED,2022-06-06 19:24:13.322000,2022-06-06 19:47:23.635000,1390.313,37,388,4,98,2022-06-10 08:13:00.022000,2B73928C,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Male,No
